rank,package_name,transitive_reach
1065,fetch-cookie,3420
1066,sqlite3,3420
1067,rollup-plugin-typescript2,3420
1068,@codemirror/lang-javascript,3420
1069,idb-keyval,3420
1070,eslint-plugin-security,3420
1071,@vitejs/plugin-vue-jsx,3420
1072,@rollup/plugin-alias,3420
1073,remark-frontmatter,3420
1074,turndown,3420
1075,replace-in-file,3420
1076,@types/bcrypt,3420
1077,jwk-to-pem,3420
1078,geckodriver,3420
1079,yaml-eslint-parser,3420
1080,rollup-plugin-node-polyfills,3420
1081,rehype-parse,3420
1082,@changesets/cli,3420
1083,rehype-stringify,3420
1084,method-override,3420
1085,@types/chrome,3420
1086,@semantic-release/changelog,3420
1087,properties,3420
1088,dockerode,3420
1089,@babel/runtime-corejs2,3420
1090,prettier-plugin-organize-imports,3420
1091,bullmq,3420
1092,rollup-plugin-postcss,3420
1093,chroma-js,3420
1094,json-loader,3420
1095,babel-preset-stage-0,3420
1096,standard-version,3420
1097,rollup-plugin-dts,3420
1098,release-it,3420
1099,eslint-plugin-html,3420
1100,wildcard-match,3420
1101,gulp-concat,3420
1102,child-process-promise,3420
1103,eslint-plugin-yml,3420
1104,babel-preset-react,3420
1105,eslint-plugin-jsonc,3420
1106,vue-class-component,3420
1107,gulp-sass,3420
1108,babel-plugin-transform-runtime,3420
1109,leveldown,3420
1110,babel-cli,3420
1111,gulp-uglify,3420
1112,babel-helper-vue-jsx-merge-props,3420
1113,gulp-clean-css,3420
1114,cookie-session,3420
1115,systemjs,3420
1116,fluent-ffmpeg,3420
1117,pdfkit,3420
1118,eslint-plugin-markdown,3420
1119,chromedriver,3420
1120,remeda,3420
1121,immutability-helper,3420
1122,ndjson,3420
1123,hogan.js,3420
1124,gulp-rename,3420
1125,tty-table,3420
1126,ansi,3420
1127,json-schema-to-typescript,3420
1128,gulp-sourcemaps,3420
1129,uglifyjs-webpack-plugin,3420
1130,@types/shelljs,3420
1131,@rollup/plugin-typescript,3420
1132,babel-preset-env,3420
1133,eslint-plugin-compat,3420
1134,backbone,3420
1135,multiparty,3420
1136,randomstring,3420
1137,eslint-plugin-tsdoc,3420
1138,@semantic-release/git,3420
1139,prism-react-renderer,3420
1140,abstract-leveldown,3420
1141,rehype-raw,3420
1142,compression-webpack-plugin,3420
1143,@microsoft/api-extractor,3420
1144,browserify,3420
1145,safe-identifier,3420
1146,@codemirror/view,3420
1147,@types/archiver,3420
1148,lodash.curry,3420
1149,json-schema-to-ts,3420
1150,@codemirror/language,3420
1151,fontkit,3420
1152,csv,3420
1153,@semantic-release/npm,3420
1154,timm,3420
1155,@semantic-release/github,3420
1156,postcss-modules,3420
1157,openapi-typescript,3420
1158,@types/prismjs,3420
1159,semantic-release,3420
1160,@codemirror/state,3420
1161,pug,3420
1162,@types/diff,3420
1163,conventional-changelog-eslint,3420
1164,rambda,3420
1165,postcss-reporter,3420
1166,svelte,3420
1167,node-polyfill-webpack-plugin,3420
1168,time-span,3420
1169,git-log-parser,3420
1170,stream-to-array,3420
1171,@codemirror/lint,3420
1172,vue-i18n,3420
1173,@codemirror/autocomplete,3420
1174,html-loader,3420
1175,@codemirror/commands,3420
1176,tcp-port-used,3420
1177,heap-js,3420
1178,eslint-plugin-no-only-tests,3420
1179,@swc/cli,3420
1180,@vitest/ui,3420
1181,chai-as-promised,3420
1182,module-alias,3420
1183,@microsoft/api-extractor-model,3420
1184,tsup,3420
1185,conventional-changelog,3420
1186,json-stringify-pretty-compact,3420
1187,env-cmd,3420
1188,detect-browser,3420
1189,lighthouse,3420
1190,passport-jwt,3420
1191,commist,3420
1192,@actions/github,3420
1193,@trivago/prettier-plugin-sort-imports,3420
1194,toml,3420
1195,copyfiles,3420
1196,babel-plugin-transform-class-properties,3420
1197,@codemirror/search,3420
1198,eslint-plugin-sonarjs,3420
1199,twilio,3420
1200,@rollup/plugin-terser,3420
1201,when,3420
1202,nunjucks,3420
1203,fast-check,3420
1204,happy-dom,3420
1205,requirejs,3420
1206,@lukeed/uuid,3420
1207,@lezer/highlight,3420
1208,@google-cloud/pubsub,3420
1209,@rollup/plugin-inject,3420
1210,eslint-plugin-mocha,3420
1211,@manypkg/get-packages,3420
1212,conventional-changelog-atom,3420
1213,conventional-changelog-jquery,3420
1214,conventional-changelog-jshint,3420
1215,conventional-changelog-ember,3420
1216,conventional-changelog-express,3420
1217,conventional-changelog-codemirror,3420
1218,eslint-plugin-react-native,3420
1219,jest-extended,3420
1220,postcss-url,3420
1221,babel-plugin-add-module-exports,3420
1222,typedoc,3420
1223,deepmerge-ts,3420
1224,eslint-plugin-react-native-globals,3420
1225,mobx-react,3420
1226,pretty-quick,3420
1227,enzyme-adapter-react-16,3420
1228,node-mocks-http,3420
1229,http-link-header,3420
1230,retry-as-promised,3420
1231,wkx,3420
1232,@firebase/analytics,3420
1233,mdast-util-gfm-table,3420
1234,micromark-extension-gfm-task-list-item,3420
1235,@npmcli/name-from-folder,3420
1236,tsscmp,3420
1237,eslint-plugin-vue,3420
1238,mdast-util-gfm-strikethrough,3420
1239,uvu,3420
1240,mdast-util-gfm-task-list-item,3420
1241,vlq,3420
1242,mdast-util-gfm-autolink-literal,3420
1243,micromark-extension-gfm-autolink-literal,3420
1244,ts-morph,3420
1245,formdata-node,3420
1246,micromark-extension-gfm,3420
1247,micromark-extension-gfm-footnote,3420
1248,mdast-util-gfm,3420
1249,globule,3420
1250,array-timsort,3420
1251,path,3420
1252,mdast-util-gfm-footnote,3420
1253,micromark-extension-gfm-strikethrough,3420
1254,peek-stream,3420
1255,cli-table,3420
1256,micromark-extension-gfm-table,3420
1257,memorystream,3420
1258,hast-util-to-string,3420
1259,common-ancestor-path,3420
1260,vue-router,3420
1261,decompress,3420
1262,uid,3420
1263,@firebase/auth-interop-types,3420
1264,@ts-morph/common,3420
1265,@azure/identity,3420
1266,@commitlint/load,3420
1267,has-own-prop,3420
1268,command-exists,3420
1269,is-gzip,3420
1270,xregexp,3420
1271,@npmcli/map-workspaces,3420
1272,@commitlint/config-conventional,3420
1273,cardinal,3420
1274,babel-traverse,3420
1275,@graphql-tools/graphql-file-loader,3420
1276,@firebase/database-compat,3420
1277,string-env-interpolation,3420
1278,@one-ini/wasm,3420
1279,@vue/runtime-dom,3420
1280,react-devtools-core,3420
1281,node-html-parser,3420
1282,@microsoft/tsdoc,3420
1283,eslint-plugin-n,3420
1284,jsdoc-type-pratt-parser,3420
1285,eslint-plugin-unused-imports,3420
1286,pidusage,3420
1287,xpath,3420
1288,generate-function,3420
1289,help-me,3420
1290,fancy-log,3420
1291,find-yarn-workspace-root,3420
1292,@graphql-codegen/add,3420
1293,passport,3420
1294,@mdx-js/mdx,3420
1295,os-name,3420
1296,mdast-util-mdx-jsx,3420
1297,@types/estree-jsx,3420
1298,sift,3420
1299,babel-types,3420
1300,vue-template-compiler,3420
1301,rollup-pluginutils,3420
1302,@firebase/logger,3420
1303,unixify,3420
1304,gunzip-maybe,3420
1305,outvariant,3420
1306,graphql-config,3420
1307,is-deflate,3420
1308,bottleneck,3420
1309,babel-template,3420
1310,sponge-case,3420
1311,@yarnpkg/libzip,3420
1312,modify-values,3420
1313,pdfjs-dist,3420
1314,eslint-plugin-unicorn,3420
1315,@mswjs/interceptors,3420
1316,unicode-trie,3420
1317,cmd-shim,3420
1318,@google-cloud/storage,3420
1319,d3-polygon,3420
1320,@vue/server-renderer,3420
1321,read-cmd-shim,3420
1322,@types/d3-array,3420
1323,fs-readdir-recursive,3420
1324,mdast-util-mdx-expression,3420
1325,tsx,3420
1326,@vue/runtime-core,3420
1327,@angular/compiler,3420
1328,@open-draft/until,3420
1329,yaml-ast-parser,3420
1330,@pnpm/network.ca-file,3420
1331,@csstools/postcss-nested-calc,3420
1332,@graphql-codegen/typescript,3420
1333,glob-promise,3420
1334,walk-up-path,3420
1335,character-entities-html4,3420
1336,@graphql-tools/code-file-loader,3420
1337,cli-color,3420
1338,git-url-parse,3420
1339,timers-ext,3420
1340,@firebase/database-types,3420
1341,csv-stringify,3420
1342,ts-pnp,3420
1343,sort-keys-length,3420
1344,@types/supertest,3420
1345,memoizee,3420
1346,readable-web-to-node-stream,3420
1347,ext-name,3420
1348,promise-polyfill,3420
1349,@graphql-tools/json-file-loader,3420
1350,remark-gfm,3420
1351,node-preload,3420
1352,into-stream,3420
1353,delay,3420
1354,@csstools/postcss-trigonometric-functions,3420
1355,jju,3420
1356,postcss-resolve-nested-selector,3420
1357,@pnpm/npm-conf,3420
1358,stacktrace-parser,3420
1359,ncp,3420
1360,fast-copy,3420
1361,defined,3420
1362,chrome-launcher,3420
1363,zen-observable,3420
1364,import-cwd,3420
1365,append-transform,3420
1366,@types/d3-color,3420
1367,stringify-entities,3420
1368,ext-list,3420
1369,pino-pretty,3420
1370,mdast-util-find-and-replace,3420
1371,@commitlint/top-level,3420
1372,@graphql-tools/load,3420
1373,js-levenshtein,3420
1374,inflection,3420
1375,@commitlint/cli,3420
1376,brotli,3420
1377,d3-dsv,3420
1378,ts-toolbelt,3420
1379,sockjs-client,3420
1380,headers-polyfill,3420
1381,@commitlint/types,3420
1382,is-node-process,3420
1383,css-color-names,3420
1384,workbox-recipes,3420
1385,strip-dirs,3420
1386,jpeg-js,3420
1387,caching-transform,3420
1388,comment-json,3420
1389,@firebase/component,3420
1390,lru-memoizer,3420
1391,eslint-webpack-plugin,3420
1392,@rollup/plugin-babel,3420
1393,css-functions-list,3420
1394,eslint-rule-composer,3420
1395,@pnpm/config.env-replace,3420
1396,postcss-normalize-whitespace,3420
1397,@commitlint/config-validator,3420
1398,@commitlint/ensure,3420
1399,@commitlint/is-ignored,3420
1400,@commitlint/rules,3420
1401,@commitlint/parse,3420
1402,@commitlint/message,3420
1403,@commitlint/to-lines,3420
1404,@graphql-tools/executor,3420
1405,@firebase/database,3420
1406,@types/use-sync-external-store,3420
1407,@firebase/util,3420
1408,jwks-rsa,3420
1409,lodash.upperfirst,3420
1410,@graphql-tools/delegate,3420
1411,@commitlint/format,3420
1412,d3-force,3420
1413,@commitlint/read,3420
1414,raw-loader,3420
1415,mongoose,3420
1416,javascript-natural-sort,3420
1417,@react-native-community/cli-config,3420
1418,proper-lockfile,3420
1419,plugin-error,3420
1420,@react-native-community/cli-clean,3420
1421,parse-srcset,3420
1422,@vitejs/plugin-vue,3420
1423,mdast-util-mdxjs-esm,3420
1424,metro-runtime,3420
1425,babel-generator,3420
1426,karma-jasmine,3420
1427,@redis/search,3420
1428,@redis/time-series,3420
1429,@redis/json,3420
1430,@types/argparse,3420
1431,base64url,3420
1432,comment-parser,3420
1433,pixelmatch,3420
1434,@redis/graph,3420
1435,stripe,3420
1436,@graphql-codegen/cli,3420
1437,@react-native-community/cli-platform-ios,3420
1438,@react-native-community/cli-platform-android,3420
1439,crelt,3420
1440,@react-native-community/cli-doctor,3420
1441,secure-compare,3420
1442,@redis/client,3420
1443,postgres-range,3420
1444,@wdio/logger,3420
1445,chalk-template,3420
1446,@emotion/css,3420
1447,pg-numeric,3420
1448,optimist,3420
1449,koa,3420
1450,metro-symbolicate,3420
1451,@firebase/app-check-interop-types,3420
1452,eslint-config-standard,3420
1453,@mswjs/cookies,3420
1454,marky,3420
1455,bin-links,3420
1456,write-json-file,3420
1457,d3-random,3420
1458,eslint-plugin-jsdoc,3420
1459,resolve-global,3420
1460,msgpackr,3420
1461,stylus,3420
1462,ob1,3420
1463,eslint-config-airbnb-typescript,3420
1464,es-aggregate-error,3420
1465,cache-content-type,3420
1466,sequelize,3420
1467,@firebase/auth,3420
1468,json-to-pretty-yaml,3420
1469,init-package-json,3420
1470,jsdoc,3420
1471,@rushstack/ts-command-line,3420
1472,is,3420
1473,@firebase/installations,3420
1474,@types/tmp,3420
1475,@wdio/utils,3420
1476,ts-essentials,3420
1477,periscopic,3420
1478,jsbi,3420
1479,git-semver-tags,3420
1480,pm2,3420
1481,firebase,3420
1482,promzard,3420
1483,mpath,3420
1484,only,3420
1485,nocache,3420
1486,z-schema,3420
1487,@npmcli/arborist,3420
1488,ylru,3420
1489,@redis/bloom,3420
1490,@es-joy/jsdoccomment,3420
1491,git-remote-origin-url,3420
1492,markdown-it-anchor,3420
1493,read-yaml-file,3420
1494,passport-strategy,3420
1495,unicode-properties,3420
1496,@firebase/app,3420
1497,add-stream,3420
1498,http-assert,3420
1499,@types/d3-selection,3420
1500,shiki,3420
1501,promise.allsettled,3420
1502,anser,3420
1503,array.prototype.filter,3420
1504,html-minifier,3420
1505,codepage,3420
1506,sanitize-html,3420
1507,easy-table,3420
1508,@google-cloud/common,3420
1509,lighthouse-logger,3420
1510,@react-native-community/cli,3420
1511,tsconfck,3420
1512,titleize,3420
1513,esm,3420
1514,klaw-sync,3420
1515,@graphql-tools/apollo-engine-loader,3420
1516,karma,3420
1517,msgpackr-extract,3420
1518,w3c-keyname,3420
1519,estree-util-is-identifier-name,3420
1520,@npmcli/metavuln-calculator,3420
1521,js-md4,3420
1522,keygrip,3420
1523,treeverse,3420
1524,@types/markdown-it,3420
1525,@types/through,3420
1526,@types/inquirer,3420
1527,@graphql-tools/prisma-loader,3420
1528,ts-log,3420
1529,clean-regexp,3420
1530,react-native,3420
1531,lodash.ismatch,3420
1532,@firebase/app-types,3420
1533,cookies,3420
1534,koa-compose,3420
1535,custom-event,3420
1536,lodash.uniqby,3420
1537,@react-native-community/cli-debugger-ui,3420
1538,unist-builder,3420
1539,mysql2,3420
1540,tiny-inflate,3420
1541,@graphql-tools/git-loader,3420
1542,js2xmlparser,3420
1543,@ardatan/sync-fetch,3420
1544,@ardatan/relay-compiler,3420
1545,@react-native-community/cli-server-api,3420
1546,macos-release,3420
1547,d3-quadtree,3420
1548,windows-release,3420
1549,pause,3420
1550,@commitlint/lint,3420
1551,@graphql-tools/github-loader,3420
1552,de-indent,3420
1553,eslint-plugin-node,3420
1554,canvas,3420
1555,dom-serialize,3420
1556,@graphql-codegen/schema-ast,3420
1557,kareem,3420
1558,@react-native-community/cli-tools,3420
1559,mquery,3420
1560,eslint-plugin-cypress,3420
1561,json-stringify-nice,3420
1562,@graphql-codegen/core,3420
1563,promise-all-reject-late,3420
1564,code-block-writer,3420
1565,karma-chrome-launcher,3420
1566,@isaacs/string-locale-compare,3420
1567,eslint-plugin-eslint-comments,3420
1568,stream-combiner2,3420
1569,http-server,3420
1570,@actions/http-client,3420
1571,@types/jasmine,3420
1572,@graphql-codegen/typescript-operations,3420
1573,stylelint-config-standard,3420
1574,gitconfiglocal,3420
1575,@types/react-test-renderer,3420
1576,seq-queue,3420
1577,parse-conflict-json,3420
1578,foreach,3420
1579,errorhandler,3420
1580,babel-plugin-module-resolver,3420
1581,eslint-plugin-simple-import-sort,3420
1582,promise-call-limit,3420
1583,@react-native-community/cli-types,3420
1584,@types/detect-port,3420
1585,@semantic-release/error,3420
1586,@wdio/types,3420
1587,mv,3420
1588,nock,3420
1589,node-stream-zip,3420
1590,esbuild-plugin-alias,3420
1591,@rollup/plugin-json,3420
1592,metro-source-map,3420
1593,di,3420
1594,named-placeholders,3420
1595,@types/sinon,3420
1596,npm-run-all,3420
1597,@testing-library/react-hooks,3420
1598,pg-connection-string,3420
1599,proto3-json-serializer,3420
1600,@jest/console,3420
1601,@tsconfig/node12,3420
1602,@aws-sdk/token-providers,3420
1603,postcss-modules-extract-imports,3420
1604,@types/normalize-package-data,3420
1605,decamelize,3420
1606,tsconfig-paths,3420
1607,@webassemblyjs/helper-numbers,3420
1608,keyv,3420
1609,toidentifier,3420
1610,find-up,3420
1611,svgo,3420
1612,enhanced-resolve,3420
1613,https-proxy-agent,3420
1614,foreground-child,3420
1615,v8-compile-cache-lib,3420
1616,terser,3420
1617,axe-core,3420
1618,@types/uuid,3420
1619,json-stable-stringify-without-jsonify,3420
1620,color-string,3420
1621,lodash.merge,3420
1622,postcss-modules-scope,3420
1623,css-select,3420
1624,tar-fs,3420
1625,clone-deep,3420
1626,shallow-clone,3420
1627,xmlchars,3420
1628,istanbul-lib-coverage,3420
1629,postcss-modules-local-by-default,3420
1630,env-paths,3420
1631,html-entities,3420
1632,dom-accessibility-api,3420
1633,symbol-tree,3420
1634,acorn-globals,3420
1635,arg,3420
1636,express,3420
1637,babel-loader,3420
1638,@jest/types,3420
1639,agent-base,3420
1640,npm-run-path,3420
1641,wrap-ansi,3420
1642,acorn-jsx,3420
1643,hoist-non-react-statics,3420
1644,axobject-query,3420
1645,available-typed-arrays,3420
1646,postcss-modules-values,3420
1647,setimmediate,3420
1648,bl,3420
1649,duplexify,3420
1650,eventemitter3,3420
1651,readable-stream,3420
1652,listr2,3420
1653,is-potential-custom-element-name,3420
1654,@ampproject/remapping,3420
1655,icss-utils,3420
1656,fs-minipass,3420
1657,@types/json-schema,3420
1658,magic-string,3420
1659,commander,3420
1660,sax,3420
1661,string-width,3420
1662,@types/react-dom,3420
1663,brace-expansion,3420
1664,typedarray,3420
1665,internal-slot,3420
1666,serve-static,3420
1667,is-regex,3420
1668,minipass-fetch,3420
1669,@opentelemetry/semantic-conventions,3420
1670,tapable,3420
1671,ejs,3420
1672,@graphql-tools/utils,3420
1673,text-table,3420
1674,string.prototype.trimstart,3420
1675,string.prototype.trimend,3420
1676,cacheable-request,3420
1677,eslint-plugin-react-hooks,3420
1678,is-weakset,3420
1679,array-flatten,3420
1680,which-collection,3420
1681,is-weakmap,3420
1682,@cspotcode/source-map-support,3420
1683,content-disposition,3420
1684,@types/send,3420
1685,nwsapi,3420
1686,@xtuc/long,3420
1687,escodegen,3420
1688,@sinclair/typebox,3420
1689,for-each,3420
1690,webpack-dev-middleware,3420
1691,content-type,3420
1692,is-symbol,3420
1693,css-loader,3420
1694,is-windows,3420
1695,protobufjs,3420
1696,jsonc-parser,3420
1697,@aws-sdk/util-endpoints,3420
1698,@aws-crypto/util,3420
1699,p-cancelable,3420
1700,node-addon-api,3420
1701,event-target-shim,3420
1702,is-negative-zero,3420
1703,@babel/plugin-syntax-jsx,3420
1704,rfdc,3420
1705,destroy,3420
1706,create-require,3420
1707,eslint-scope,3420
1708,object-is,3420
1709,@sinonjs/commons,3420
1710,url,3420
1711,micromatch,3420
1712,unpipe,3420
1713,ee-first,3420
1714,@jest/reporters,3420
1715,@jest/schemas,3420
1716,htmlparser2,3420
1717,compressible,3420
1718,immutable,3420
1719,locate-path,3420
1720,detect-libc,3420
1721,p-locate,3420
1722,cssom,3420
1723,smart-buffer,3420
1724,is-shared-array-buffer,3420
1725,@webassemblyjs/wasm-parser,3420
1726,@istanbuljs/load-nyc-config,3420
1727,make-fetch-happen,3420
1728,progress,3420
1729,load-json-file,3420
1730,is-date-object,3420
1731,@npmcli/fs,3420
1732,@typescript-eslint/eslint-plugin,3420
1733,json-buffer,3420
1734,accepts,3420
1735,escape-html,3420
1736,convert-source-map,3420
1737,@tsconfig/node14,3420
1738,tr46,3420
1739,log-update,3420
1740,is-set,3420
1741,source-map-js,3420
1742,is-map,3420
1743,compression,3420
1744,string.prototype.matchall,3420
1745,yallist,3420
1746,colorette,3420
1747,range-parser,3420
1748,wordwrap,3420
1749,is-docker,3420
1750,@types/eslint,3420
1751,onetime,3420
1752,@aws-crypto/sha256-js,3420
1753,@aws-sdk/credential-provider-web-identity,3420
1754,is-ci,3420
1755,@sindresorhus/is,3420
1756,jest-haste-map,3420
1757,minimalistic-assert,3420
1758,@tsconfig/node16,3420
1759,@aws-sdk/middleware-recursion-detection,3420
1760,jsx-ast-utils,3420
1761,asap,3420
1762,webpack-sources,3420
1763,abort-controller,3420
1764,@tsconfig/node10,3420
1765,is-typed-array,3420
1766,@types/ws,3420
1767,component-emitter,3420
1768,is-callable,3420
1769,delegates,3420
1770,camelcase-keys,3420
1771,es-abstract,3420
1772,flatted,3420
1773,tough-cookie,3420
1774,lodash.uniq,3420
1775,unist-util-visit,3420
1776,@nodelib/fs.scandir,3420
1777,@babel/types,3420
1778,@nodelib/fs.walk,3420
1779,ip,3420
1780,define-properties,3420
1781,postcss-load-config,3420
1782,jake,3420
1783,rc,3420
1784,cli-table3,3420
1785,encoding,3420
1786,lodash.isstring,3420
1787,file-entry-cache,3420
1788,path-browserify,3420
1789,semver,3420
1790,vite,3420
1791,jest-environment-jsdom,3420
1792,flat,3420
1793,dequal,3420
1794,@aws-crypto/sha256-browser,3420
1795,jest-diff,3420
1796,jws,3420
1797,eslint-plugin-prettier,3420
1798,invariant,3420
1799,proc-log,3420
1800,parent-module,3420
1801,has-tostringtag,3420
1802,reusify,3420
1803,fast-levenshtein,3420
1804,open,3420
1805,strnum,3420
1806,buffer-from,3420
1807,p-retry,3420
1808,clean-css,3420
1809,jest-matcher-utils,3420
1810,lodash.camelcase,3420
1811,nanoid,3420
1812,is-wsl,3420
1813,supports-preserve-symlinks-flag,3420
1814,http-proxy,3420
1815,prettier,3420
1816,array.prototype.tosorted,3420
1817,strip-bom,3420
1818,regexpp,3420
1819,npm-package-arg,3420
1820,fraction.js,3420
1821,for-in,3420
1822,http-proxy-middleware,3420
1823,thenify,3420
1824,filelist,3420
1825,detect-indent,3420
1826,postcss-value-parser,3420
1827,thenify-all,3420
1828,pure-rand,3420
1829,@types/yargs,3420
1830,csso,3420
1831,node-gyp,3420
1832,promise,3420
1833,diff-sequences,3420
1834,handlebars,3420
1835,flat-cache,3420
1836,stream-shift,3420
1837,chownr,3420
1838,safe-stable-stringify,3420
1839,@jridgewell/set-array,3420
1840,update-browserslist-db,3420
1841,style-loader,3420
1842,sass,3420
1843,domhandler,3420
1844,jest-message-util,3420
1845,stylis,3420
1846,gopd,3420
1847,@babel/code-frame,3420
1848,validate-npm-package-name,3420
1849,@aws-crypto/supports-web-crypto,3420
1850,get-stdin,3420
1851,y18n,3420
1852,global-prefix,3420
1853,@typescript-eslint/parser,3420
1854,enquirer,3420
1855,bn.js,3420
1856,normalize-range,3420
1857,isstream,3420
1858,domelementtype,3420
1859,lru-cache,3420
1860,body-parser,3420
1861,responselike,3420
1862,esrecurse,3420
1863,minimatch,3420
1864,supports-hyperlinks,3420
1865,deep-extend,3420
1866,object-keys,3420
1867,@jest/expect,3420
1868,deepmerge,3420
1869,cross-fetch,3420
1870,rechoir,3420
1871,buffer-equal-constant-time,3420
1872,object.assign,3420
1873,@testing-library/dom,3420
1874,regexp.prototype.flags,3420
1875,natural-compare,3420
1876,proxy-from-env,3420
1877,send,3420
1878,negotiator,3420
1879,retry,3420
1880,simple-swizzle,3420
1881,@eslint/eslintrc,3420
1882,ecdsa-sig-formatter,3420
1883,shebang-command,3420
1884,buffer,3420
1885,decode-uri-component,3420
1886,jest-regex-util,3420
1887,glob,3420
1888,read-pkg,3420
1889,esquery,3420
1890,source-map,3420
1891,deep-is,3420
1892,yauzl,3420
1893,jiti,3420
1894,colors,3420
1895,@rollup/pluginutils,3420
1896,color-name,3420
1897,dir-glob,3420
1898,color-convert,3420
1899,pnpm,3420
1900,raw-body,3420
1901,has-flag,3420
1902,serialize-javascript,3420
1903,@emotion/unitless,3420
1904,merge2,3420
1905,babel-plugin-macros,3420
1906,faye-websocket,3420
1907,debug,3420
1908,events,3420
1909,@szmarczak/http-timer,3420
1910,any-promise,3420
1911,mime,3420
1912,lodash.once,3420
1913,data-uri-to-buffer,3420
1914,ms,3420
1915,global-modules,3420
1916,log-symbols,3420
1917,which-typed-array,3420
1918,globby,3420
1919,dotenv-expand,3420
1920,jsonwebtoken,3420
1921,merge-stream,3420
1922,error-ex,3420
1923,repeat-string,3420
1924,picocolors,3420
1925,find-cache-dir,3420
1926,finalhandler,3420
1927,postcss-selector-parser,3420
1928,fast-diff,3420
1929,minipass-collect,3420
1930,@octokit/types,3420
1931,memfs,3420
1932,fill-range,3420
1933,expect,3420
1934,mz,3420
1935,punycode,3420
1936,universalify,3420
1937,jest-validate,3420
1938,@babel/plugin-transform-regenerator,3420
1939,bluebird,3420
1940,cli-width,3420
1941,@webassemblyjs/wasm-edit,3420
1942,co,3420
1943,loose-envify,3420
1944,@webassemblyjs/wasm-opt,3420
1945,xmlbuilder,3420
1946,@webassemblyjs/helper-wasm-section,3420
1947,eastasianwidth,3420
1948,is-generator-function,3420
1949,html-escaper,3420
1950,@webassemblyjs/helper-buffer,3420
1951,slash,3420
1952,array.prototype.flatmap,3420
1953,@webassemblyjs/wasm-gen,3420
1954,@types/semver,3420
1955,import-local,3420
1956,url-parse,3420
1957,@jest/globals,3420
1958,@webassemblyjs/wast-printer,3420
1959,yargs,3420
1960,@jest/core,3420
1961,es-shim-unscopables,3420
1962,object.fromentries,3420
1963,define-lazy-prop,3420
1964,neo-async,3420
1965,eslint-module-utils,3420
1966,array-includes,3420
1967,whatwg-encoding,3420
1968,schema-utils,3420
1969,ws,3420
1970,dedent,3420
1971,@jest/test-result,3420
1972,spdx-expression-parse,3420
1973,pako,3420
1974,ajv-formats,3420
1975,glob-parent,3420
1976,ssri,3420
1977,json-stringify-safe,3420
1978,cacache,3420
1979,xml-name-validator,3420
1980,form-data,3420
1981,which,3420
1982,eslint-visitor-keys,3420
1983,json5,3420
1984,string-length,3420
1985,fb-watchman,3420
1986,eslint-import-resolver-node,3420
1987,globalthis,3420
1988,@webassemblyjs/leb128,3420
1989,@webassemblyjs/ieee754,3420
1990,string.prototype.trim,3420
1991,aggregate-error,3420
1992,@webassemblyjs/utf8,3420
1993,yargs-parser,3420
1994,@babel/plugin-syntax-typescript,3420
1995,statuses,3420
1996,@types/serve-static,3420
1997,@webassemblyjs/helper-api-error,3420
1998,extend,3420
1999,spdx-license-ids,3420
2000,requires-port,3420
2001,make-error,3420
2002,mkdirp,3420
2003,iconv-lite,3420
2004,terser-webpack-plugin,3420
2005,es-set-tostringtag,3420
2006,typed-array-length,3420
2007,querystringify,3420
2008,istanbul-lib-source-maps,3420
2009,jest-resolve,3420
2010,@types/lodash,3420
2011,object.values,3420
2012,glob-to-regexp,3420
2013,resolve,3420
2014,qs,3420
2015,nth-check,3420
2016,jest-resolve-dependencies,3420
2017,jest-watcher,3420
2018,@eslint-community/eslint-utils,3420
2019,arrify,3420
2020,rollup,3420
2021,whatwg-mimetype,3420
2022,pretty-format,3420
2023,jest-runtime,3420
2024,prop-types,3420
2025,cli-spinners,3420
2026,@types/istanbul-lib-report,3420
2027,@babel/plugin-transform-for-of,3420
2028,babel-plugin-jest-hoist,3420
2029,execa,3420
2030,babel-preset-jest,3420
2031,process,3420
2032,@babel/plugin-transform-template-literals,3420
2033,jest-snapshot,3420
2034,v8-to-istanbul,3420
2035,spdx-exceptions,3420
2036,@jest/transform,3420
2037,@types/yargs-parser,3420
2038,estraverse,3420
2039,resolve-cwd,3420
2040,emittery,3420
2041,@types/babel__generator,3420
2042,jest-config,3420
2043,@types/stack-utils,3420
2044,spdx-correct,3420
2045,jwa,3420
2046,@jest/source-map,3420
2047,@types/istanbul-reports,3420
2048,array.prototype.flat,3420
2049,minizlib,3420
2050,@types/express,3420
2051,prompts,3420
2052,cliui,3420
2053,jest-docblock,3420
2054,jest-environment-node,3420
2055,@types/babel__template,3420
2056,regjsparser,3420
2057,is-arguments,3420
2058,stack-utils,3420
2059,cjs-module-lexer,3420
2060,jest,3420
2061,signal-exit,3420
2062,babel-jest,3420
2063,js-yaml,3420
2064,eslint-plugin-import,3420
2065,@webassemblyjs/helper-wasm-bytecode,3420
2066,watchpack,3420
2067,socks-proxy-agent,3420
2068,fsevents,3420
2069,globals,3420
2070,react-dom,3420
2071,@colors/colors,3420
2072,webpack,3420
2073,jest-cli,3420
2074,@types/connect,3420
2075,rimraf,3420
2076,ts-node,3420
2077,jest-changed-files,3420
2078,camelcase,3420
2079,@types/babel__traverse,3420
2080,@humanwhocodes/module-importer,3420
2081,@types/istanbul-lib-coverage,3420
2082,jest-runner,3420
2083,react,3420
2084,jest-each,3420
2085,leven,3420
2086,argparse,3420
2087,long,3420
